ID,Financial Statements Done,Reporting Year,Submission Year,Report Submission Title,Submission Year File Number,Date,Link,pdf_file,Company Name,text_file,Securities Done,Insiders Done,Third Party Providers Done,Trading Agents Done,Reporting Year/Period,Transfer Agents Done
VNTA,0,1848,2009,"Annual Report - Unaudited Financial Statements for the Years Ended April 30, 2009 and 2008",1,06/10/2009,https://www.otcmarkets.com/otcapi/company/financial-report/21725/content,VNTA_2009_Annual_1.pdf,"134    VENTANA BIOTECH INC
Name: 4, dtype: object",VNTA_2009_Annual_1.txt,0,0,-1,0,-1,
VNTA,0,1848,2021,"Annual Report - December 31, 2019 Annual Report",1,11/02/2021,https://www.otcmarkets.com/otcapi/company/financial-report/309094/content,VNTA_2021_Annual_1.pdf,"134    VENTANA BIOTECH INC
Name: 4, dtype: object",VNTA_2021_Annual_1.txt,0,0,1,0,"<regex.Match object; span=(293, 311), match=' DECEMBER 31, 2019'>",
VNTA,0,1848,2021,"Annual Report - December 31, 2020 Annual Report",2,11/02/2021,https://www.otcmarkets.com/otcapi/company/financial-report/309093/content,VNTA_2021_Annual_2.pdf,"134    VENTANA BIOTECH INC
Name: 4, dtype: object",VNTA_2021_Annual_2.txt,0,0,1,0,"<regex.Match object; span=(258, 276), match=' DECEMBER 31, 2020'>",
VNTA,0,1848,2021,"Annual Report - Financial Statements December 31, 2019",3,09/23/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303791/content,VNTA_2021_Annual_3.pdf,"134    VENTANA BIOTECH INC
Name: 4, dtype: object",VNTA_2021_Annual_3.txt,0,0,1,0,"<regex.Match object; span=(293, 311), match=' DECEMBER 31, 2019'>",
VNTA,0,1848,2021,"Annual Report - Financial Statements December 31, 2020",4,09/23/2021,https://www.otcmarkets.com/otcapi/company/financial-report/303789/content,VNTA_2021_Annual_4.pdf,"134    VENTANA BIOTECH INC
Name: 4, dtype: object",VNTA_2021_Annual_4.txt,0,0,1,0,"<regex.Match object; span=(258, 276), match=' DECEMBER 31, 2020'>",
VNTA,0,1848,2022,"Annual Report - Year Ended December 31, 2021",1,01/24/2022,https://www.otcmarkets.com/otcapi/company/financial-report/318263/content,VNTA_2022_Annual_1.pdf,"134    VENTANA BIOTECH INC
Name: 4, dtype: object",VNTA_2022_Annual_1.txt,0,0,1,0,"<regex.Match object; span=(258, 276), match=' DECEMBER 31, 2021'>",
VNTA,0,1848,2023,Annual Report - Ventana Biotech 2022 Annual Report,1,03/21/2023,https://www.otcmarkets.com/otcapi/company/financial-report/362119/content,VNTA_2023_Annual_1.pdf,"134    VENTANA BIOTECH INC
Name: 4, dtype: object",VNTA_2023_Annual_1.txt,1,0,-1,0,-1,1.0
VNTH,0,1848,2015,Annual Report - Annual Report,1,10/20/2015,https://www.otcmarkets.com/otcapi/company/financial-report/145719/content,VNTH_2015_Annual_1.pdf,"360    NANO MOBILE HEALTHCARE
Name: 4, dtype: object",VNTH_2015_Annual_1.txt,0,0,-1,0,-1,
VOHO,0,1848,2021,Annual Report - Annual Report,1,09/12/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301700/content,VOHO_2021_Annual_1.pdf,"127    VOLCAN HOLDINGS INC
Name: 4, dtype: object",VOHO_2021_Annual_1.txt,0,0,-1,0,-1,
VOHO,0,1848,2021,Annual Report - Annual Report,2,09/09/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301474/content,VOHO_2021_Annual_2.pdf,"127    VOLCAN HOLDINGS INC
Name: 4, dtype: object",VOHO_2021_Annual_2.txt,0,0,-1,0,-1,
VOHO,0,1848,2021,Annual Report - 2021 Annual Report,3,09/09/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301472/content,VOHO_2021_Annual_3.pdf,"127    VOLCAN HOLDINGS INC
Name: 4, dtype: object",VOHO_2021_Annual_3.txt,0,0,-1,0,-1,
VOHO,0,1848,2022,"Annual Report - Consolidated Annual Financial Report For the Year Ended June 30, 2022",1,10/27/2022,https://www.otcmarkets.com/otcapi/company/financial-report/349897/content,VOHO_2022_Annual_1.pdf,"127    VOLCAN HOLDINGS INC
Name: 4, dtype: object",VOHO_2022_Annual_1.txt,0,0,-1,0,-1,
VTXB,0,1848,2021,Annual Report - Updated Amendmennt #3,1,10/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/308140/content,VTXB_2021_Annual_1.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2021_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(211, 229), match=' February 28, 2020'>",1.0
VTXB,0,1848,2021,Annual Report - Amendment #3,2,09/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304507/content,VTXB_2021_Annual_2.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2021_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(211, 229), match=' February 28, 2020'>",1.0
VTXB,0,1848,2021,Annual Report - Amendment #2,3,09/12/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301721/content,VTXB_2021_Annual_3.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2021_Annual_3.txt,1,0,-5,0,"<regex.Match object; span=(282, 300), match=' February 28, 2021'>",1.0
VTXB,0,1848,2021,Annual Report - Amendment #2,4,09/12/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301720/content,VTXB_2021_Annual_4.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2021_Annual_4.txt,1,0,-5,0,"<regex.Match object; span=(213, 231), match=' February 28, 2020'>",1.0
VTXB,0,1848,2021,Annual Report - Amended,5,08/25/2021,https://www.otcmarkets.com/otcapi/company/financial-report/298578/content,VTXB_2021_Annual_5.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2021_Annual_5.txt,1,0,-5,0,"<regex.Match object; span=(280, 298), match=' February 28, 2021'>",1.0
VTXB,0,1848,2021,Annual Report - Amended,6,08/25/2021,https://www.otcmarkets.com/otcapi/company/financial-report/298574/content,VTXB_2021_Annual_6.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2021_Annual_6.txt,1,0,-5,0,"<regex.Match object; span=(211, 229), match=' February 28, 2020'>",1.0
VTXB,0,1848,2021,Annual Report - Annual Report,7,08/04/2021,https://www.otcmarkets.com/otcapi/company/financial-report/293934/content,VTXB_2021_Annual_7.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2021_Annual_7.txt,1,0,-5,0,"<regex.Match object; span=(282, 300), match=' February 28, 2021'>",1.0
VTXB,0,1848,2021,Annual Report - Annual Report,8,08/04/2021,https://www.otcmarkets.com/otcapi/company/financial-report/293933/content,VTXB_2021_Annual_8.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2021_Annual_8.txt,1,0,-5,0,"<regex.Match object; span=(213, 231), match=' February 28, 2020'>",1.0
VTXB,0,1848,2022,Annual Report - Amended,1,05/02/2022,https://www.otcmarkets.com/otcapi/company/financial-report/330407/content,VTXB_2022_Annual_1.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2022_Annual_1.txt,1,0,-5,0,"<regex.Match object; span=(280, 298), match=' February 28, 2022'>",1.0
VTXB,0,1848,2022,Annual Report - Annual Report,2,04/26/2022,https://www.otcmarkets.com/otcapi/company/financial-report/328917/content,VTXB_2022_Annual_2.pdf,"78    VORTEX BRANDS CO
Name: 4, dtype: object",VTXB_2022_Annual_2.txt,1,0,-5,0,"<regex.Match object; span=(279, 297), match=' February 28, 2022'>",1.0
VYEY,0,1848,2016,Annual Report - Victory Energy Annual Report,1,04/11/2016,https://www.otcmarkets.com/otcapi/company/financial-report/152814/content,VYEY_2016_Annual_1.pdf,"410    VICTORY OILFIELD TECH INC
Name: 4, dtype: object",VYEY_2016_Annual_1.txt,0,0,-1,0,-1,
WBWB,0,1848,2018,Annual Report - Financials 2017,1,05/02/2018,https://www.otcmarkets.com/otcapi/company/financial-report/192267/content,WBWB_2018_Annual_1.pdf,"459    WU BA SUPERIOR PRODUCTS
Name: 4, dtype: object",WBWB_2018_Annual_1.txt,0,0,-1,0,-1,
WBWB,0,1848,2021,Annual Report - Annual Report,1,09/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304625/content,WBWB_2021_Annual_1.pdf,"459    WU BA SUPERIOR PRODUCTS
Name: 4, dtype: object",WBWB_2021_Annual_1.txt,1,0,1,0,"<regex.Match object; span=(426, 444), match=' December 31, 2020'>",1.0
WBWB,0,1848,2021,Annual Report - Annual Report,2,09/27/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304624/content,WBWB_2021_Annual_2.pdf,"459    WU BA SUPERIOR PRODUCTS
Name: 4, dtype: object",WBWB_2021_Annual_2.txt,1,0,1,0,"<regex.Match object; span=(426, 444), match=' December 31, 2019'>",1.0
WBWB,0,1848,2022,Annual Report - Amended Annual Report,1,05/16/2022,https://www.otcmarkets.com/otcapi/company/financial-report/333332/content,WBWB_2022_Annual_1.pdf,"459    WU BA SUPERIOR PRODUCTS
Name: 4, dtype: object",WBWB_2022_Annual_1.txt,1,0,1,0,"<regex.Match object; span=(423, 441), match=' December 31, 2021'>",1.0
WBWB,0,1848,2022,Annual Report - Annual Report,2,05/13/2022,https://www.otcmarkets.com/otcapi/company/financial-report/332614/content,WBWB_2022_Annual_2.pdf,"459    WU BA SUPERIOR PRODUCTS
Name: 4, dtype: object",WBWB_2022_Annual_2.txt,1,0,1,0,"<regex.Match object; span=(423, 441), match=' December 31, 2021'>",1.0
WCCP,0,1848,2016,Annual Report - Annual Report,1,02/24/2016,https://www.otcmarkets.com/otcapi/company/financial-report/150976/content,WCCP_2016_Annual_1.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2016_Annual_1.txt,0,0,-1,0,-1,
WCCP,0,1848,2017,Annual Report - Annual Report,1,03/15/2017,https://www.otcmarkets.com/otcapi/company/financial-report/167842/content,WCCP_2017_Annual_1.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2017_Annual_1.txt,0,0,-1,0,-1,
WCCP,0,1848,2018,Annual Report - Annual Report,1,03/29/2018,https://www.otcmarkets.com/otcapi/company/financial-report/189772/content,WCCP_2018_Annual_1.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2018_Annual_1.txt,0,0,-1,0,-1,
WCCP,0,1848,2019,Annual Report - Annual Report,1,04/23/2019,https://www.otcmarkets.com/otcapi/company/financial-report/217421/content,WCCP_2019_Annual_1.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2019_Annual_1.txt,0,0,-1,0,-1,
WCCP,0,1848,2020,"Attorney Letter with Respect to Current Information - Wealthcraft Attorney Letter regarding Annual Report dated December 31, 2019",1,05/04/2020,https://www.otcmarkets.com/otcapi/company/financial-report/245455/content,WCCP_2020_Annual_1.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2020_Annual_1.txt,0,0,-1,0,-1,
WCCP,0,1848,2020,"Annual Report - Wealthcraft Capital Annual Report for December 31, 2019",2,04/21/2020,https://www.otcmarkets.com/otcapi/company/financial-report/244303/content,WCCP_2020_Annual_2.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2020_Annual_2.txt,0,0,-1,0,-1,
WCCP,0,1848,2020,"Annual Report - Wealthcraft Capital Annual Report for December 31, 2019",3,04/09/2020,https://www.otcmarkets.com/otcapi/company/financial-report/243705/content,WCCP_2020_Annual_3.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2020_Annual_3.txt,0,0,-1,0,-1,
WCCP,0,1848,2020,"Annual Report - Wealthcraft Capital Annual Report for December 31, 2019",4,04/03/2020,https://www.otcmarkets.com/otcapi/company/financial-report/243421/content,WCCP_2020_Annual_4.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2020_Annual_4.txt,0,0,-1,0,-1,
WCCP,0,1848,2020,"Annual Report - Wealthcraft Capital Annual Report for December 31, 2019",5,03/31/2020,https://www.otcmarkets.com/otcapi/company/financial-report/243049/content,WCCP_2020_Annual_5.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2020_Annual_5.txt,0,0,-1,0,-1,
WCCP,0,1848,2021,"Annual Report - Year End December 31, 2020",1,08/10/2021,https://www.otcmarkets.com/otcapi/company/financial-report/294979/content,WCCP_2021_Annual_1.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2021_Annual_1.txt,0,0,-1,0,-1,
WCCP,0,1848,2022,Annual Report - Annual Report,1,03/29/2022,https://www.otcmarkets.com/otcapi/company/financial-report/325178/content,WCCP_2022_Annual_1.pdf,"30    WEALTHCRAFT CAPITAL INC
Name: 4, dtype: object",WCCP_2022_Annual_1.txt,0,0,-1,0,-1,
WGNR,0,1848,2013,Annual Report - Anual Information and Disclosure Statement,1,12/20/2013,https://www.otcmarkets.com/otcapi/company/financial-report/115026/content,WGNR_2013_Annual_1.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2013_Annual_1.txt,0,0,1,0,-1,
WGNR,0,1848,2013,"Annual Report - Fiscal Year Ended August 30, 2013",2,12/20/2013,https://www.otcmarkets.com/otcapi/company/financial-report/115025/content,WGNR_2013_Annual_2.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2013_Annual_2.txt,0,0,-1,0,-1,
WGNR,0,1848,2013,"Annual Report - Fiscal Year ended August 31, 2012",3,02/12/2013,https://www.otcmarkets.com/otcapi/company/financial-report/99079/content,WGNR_2013_Annual_3.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2013_Annual_3.txt,0,0,-1,0,-1,
WGNR,0,1848,2013,Annual Report - Anual Information and Disclosure Statement,4,02/12/2013,https://www.otcmarkets.com/otcapi/company/financial-report/99077/content,WGNR_2013_Annual_4.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2013_Annual_4.txt,0,0,1,0,-1,
WGNR,0,1848,2014,"Annual Report - Anual Information and Disclosure Statement August 29, 2014",1,12/19/2014,https://www.otcmarkets.com/otcapi/company/financial-report/131088/content,WGNR_2014_Annual_1.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2014_Annual_1.txt,0,0,1,0,-1,
WGNR,0,1848,2014,"Annual Report - Fiscal year ended August 29, 2014",2,12/19/2014,https://www.otcmarkets.com/otcapi/company/financial-report/131087/content,WGNR_2014_Annual_2.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2014_Annual_2.txt,0,0,-1,0,-1,
WGNR,0,1848,2015,"Annual Report - Anual Information and Disclosure Statement August 28, 2015",1,12/04/2015,https://www.otcmarkets.com/otcapi/company/financial-report/148457/content,WGNR_2015_Annual_1.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2015_Annual_1.txt,0,0,1,0,-1,
WGNR,0,1848,2015,"Annual Report - Fiscal year ended August 28, 2015",2,12/04/2015,https://www.otcmarkets.com/otcapi/company/financial-report/148453/content,WGNR_2015_Annual_2.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2015_Annual_2.txt,0,0,-1,0,-1,
WGNR,0,1848,2016,"Annual Report - Anual Information and Disclosure Statement September 2, 2016",1,11/07/2016,https://www.otcmarkets.com/otcapi/company/financial-report/162165/content,WGNR_2016_Annual_1.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2016_Annual_1.txt,0,0,1,0,-1,
WGNR,0,1848,2016,"Annual Report - September 2, 2016",2,11/07/2016,https://www.otcmarkets.com/otcapi/company/financial-report/162164/content,WGNR_2016_Annual_2.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2016_Annual_2.txt,0,0,-1,0,-1,
WGNR,0,1848,2017,"Annual Report - Anual Information and Disclosure Statement September 1, 2017",1,11/13/2017,https://www.otcmarkets.com/otcapi/company/financial-report/182270/content,WGNR_2017_Annual_1.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2017_Annual_1.txt,0,0,1,0,-1,
WGNR,0,1848,2017,"Annual Report - Septermber 1, 2017",2,11/13/2017,https://www.otcmarkets.com/otcapi/company/financial-report/182269/content,WGNR_2017_Annual_2.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2017_Annual_2.txt,0,0,-1,0,-1,
WGNR,0,1848,2021,Annual Report - Annual Report,1,09/13/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301835/content,WGNR_2021_Annual_1.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2021_Annual_1.txt,0,0,-1,0,-1,
WGNR,0,1848,2022,Annual Report - Annual Report,1,05/02/2022,https://www.otcmarkets.com/otcapi/company/financial-report/330779/content,WGNR_2022_Annual_1.pdf,"458    WEGENER CORP
Name: 4, dtype: object",WGNR_2022_Annual_1.txt,0,0,-1,0,-1,
WGTG,0,1848,2021,Annual Report - Wings & Things 2020,1,09/24/2021,https://www.otcmarkets.com/otcapi/company/financial-report/304250/content,WGTG_2021_Annual_1.pdf,"551    WINGS & THINGS INC
Name: 4, dtype: object",WGTG_2021_Annual_1.txt,0,0,-1,0,-1,
WLAN,0,1848,2009,Annual Report - Annual Report,1,03/05/2009,https://www.otcmarkets.com/otcapi/company/financial-report/19756/content,WLAN_2009_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2009_Annual_1.txt,0,0,-1,0,-1,
WLAN,0,1848,2010,"Annual Report - Dec 31 2009 Report, Exhibit D",1,07/26/2010,https://www.otcmarkets.com/otcapi/company/financial-report/34320/content,WLAN_2010_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2010_Annual_1.txt,0,0,-1,0,-1,
WLAN,0,1848,2010,"Annual Report - Dec 31 2009 Report, Exhibit C",2,07/26/2010,https://www.otcmarkets.com/otcapi/company/financial-report/34319/content,WLAN_2010_Annual_2.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2010_Annual_2.txt,0,0,-1,0,-1,
WLAN,0,1848,2010,"Annual Report - Dec 31 2009 Report, Exhibit B",3,07/26/2010,https://www.otcmarkets.com/otcapi/company/financial-report/34318/content,WLAN_2010_Annual_3.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2010_Annual_3.txt,0,0,-1,0,-1,
WLAN,0,1848,2010,"Annual Report - Dec 31 2009 Report, Exhibit A, part 4",4,07/26/2010,https://www.otcmarkets.com/otcapi/company/financial-report/34317/content,WLAN_2010_Annual_4.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2010_Annual_4.txt,0,0,-1,0,-1,
WLAN,0,1848,2010,"Annual Report - Dec 31 2009 Report, Exhibit A, part 3",5,07/26/2010,https://www.otcmarkets.com/otcapi/company/financial-report/34316/content,WLAN_2010_Annual_5.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2010_Annual_5.txt,0,0,-1,0,-1,
WLAN,0,1848,2010,"Annual Report - Dec 31 2009 Report, Exhibit A, part 2",6,07/26/2010,https://www.otcmarkets.com/otcapi/company/financial-report/34315/content,WLAN_2010_Annual_6.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2010_Annual_6.txt,0,0,-1,0,-1,
WLAN,0,1848,2010,"Annual Report - Dec 31 2009 Report, Exhibit A, part 1",7,07/26/2010,https://www.otcmarkets.com/otcapi/company/financial-report/34314/content,WLAN_2010_Annual_7.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2010_Annual_7.txt,0,0,-1,0,-1,
WLAN,0,1848,2010,Annual Report - Dec 31 2009 Report,8,07/26/2010,https://www.otcmarkets.com/otcapi/company/financial-report/34313/content,WLAN_2010_Annual_8.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2010_Annual_8.txt,0,0,-1,0,-1,
WLAN,0,1848,2011,"Annual Report - Exhibit A, Part 2",1,04/17/2011,https://www.otcmarkets.com/otcapi/company/financial-report/48016/content,WLAN_2011_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2011_Annual_1.txt,0,0,-1,0,-1,
WLAN,0,1848,2011,"Annual Report - Exhibit A, Part 1",2,04/17/2011,https://www.otcmarkets.com/otcapi/company/financial-report/48013/content,WLAN_2011_Annual_2.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2011_Annual_2.txt,0,0,-1,0,-1,
WLAN,0,1848,2011,"Annual Report - Exhibit A, Part 4 DTI, Original Bylaws",3,04/17/2011,https://www.otcmarkets.com/otcapi/company/financial-report/48008/content,WLAN_2011_Annual_3.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2011_Annual_3.txt,0,0,-1,0,-1,
WLAN,0,1848,2011,"Annual Report - Exhibit A, Part 3",4,04/17/2011,https://www.otcmarkets.com/otcapi/company/financial-report/48007/content,WLAN_2011_Annual_4.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2011_Annual_4.txt,0,0,-1,0,-1,
WLAN,0,1848,2011,Annual Report - Annual Report,5,04/17/2011,https://www.otcmarkets.com/otcapi/company/financial-report/48003/content,WLAN_2011_Annual_5.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2011_Annual_5.txt,0,0,-1,0,-1,
WLAN,0,1848,2012,Annual Report - Annual Report,1,04/03/2012,https://www.otcmarkets.com/otcapi/company/financial-report/77192/content,WLAN_2012_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2012_Annual_1.txt,0,0,-1,0,-1,
WLAN,0,1848,2012,"Annual Report - Exhibit A, part 1",2,04/03/2012,https://www.otcmarkets.com/otcapi/company/financial-report/77191/content,WLAN_2012_Annual_2.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2012_Annual_2.txt,0,0,-1,0,-1,
WLAN,0,1848,2012,"Annual Report - Exhibit A, part 2",3,04/03/2012,https://www.otcmarkets.com/otcapi/company/financial-report/77190/content,WLAN_2012_Annual_3.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2012_Annual_3.txt,0,0,-1,0,-1,
WLAN,0,1848,2012,"Annual Report - Exhibit A, part 3",4,04/03/2012,https://www.otcmarkets.com/otcapi/company/financial-report/77189/content,WLAN_2012_Annual_4.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2012_Annual_4.txt,0,0,-1,0,-1,
WLAN,0,1848,2012,"Annual Report - Exhibit A , part 4",5,04/03/2012,https://www.otcmarkets.com/otcapi/company/financial-report/77188/content,WLAN_2012_Annual_5.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2012_Annual_5.txt,0,0,-1,0,-1,
WLAN,0,1848,2013,Annual Report - Annual Report,1,05/31/2013,https://www.otcmarkets.com/otcapi/company/financial-report/105698/content,WLAN_2013_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2013_Annual_1.txt,0,0,-1,0,-1,
WLAN,0,1848,2014,"Attorney Letter with Respect to Current Information - Letter with Respect to Adequate Current Information for the Issuer, Annual Report for the Period Ended December 31, 2013.",1,04/28/2014,https://www.otcmarkets.com/otcapi/company/financial-report/119290/content,WLAN_2014_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2014_Annual_1.txt,0,0,-1,0,-1,
WLAN,0,1848,2014,"Annual Report - WIALAN FINANCIAL STATEMENTS AND OTC FILING STATEMENT - DECEMBER 31,2013",2,03/24/2014,https://www.otcmarkets.com/otcapi/company/financial-report/117622/content,WLAN_2014_Annual_2.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2014_Annual_2.txt,0,0,1,0,-1,
WLAN,0,1848,2015,"Annual Report - Wialan Technologies, Inc. Annual Report Ended December 31,2014",1,02/09/2015,https://www.otcmarkets.com/otcapi/company/financial-report/132605/content,WLAN_2015_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2015_Annual_1.txt,0,0,1,0,-1,
WLAN,0,1848,2016,Annual Report - December 2015,1,03/21/2016,https://www.otcmarkets.com/otcapi/company/financial-report/151774/content,WLAN_2016_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2016_Annual_1.txt,0,0,-1,0,-1,
WLAN,0,1848,2021,Semi-Annual Report - Wialan Technologies Inc - Disclosures and Financial Statements for the 6 Months ended June 30 2021,1,10/05/2021,https://www.otcmarkets.com/otcapi/company/financial-report/305712/content,WLAN_2021_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2021_Annual_1.txt,1,0,1,0,"<regex.Match object; span=(281, 295), match=' June 30, 2021'>",1.0
WLAN,0,1848,2021,Annual Report - Wialan Technologies Inc - Updated Disclosures and Financial Report for the 12 Months Ended December 31 2020,2,10/05/2021,https://www.otcmarkets.com/otcapi/company/financial-report/305706/content,WLAN_2021_Annual_2.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2021_Annual_2.txt,1,0,1,0,"<regex.Match object; span=(281, 299), match=' December 31, 2020'>",1.0
WLAN,0,1848,2021,Annual Report - Wialan Technologies Inc - Updated Disclosures and Financial Statements for the 12 Months Ended December 31 2019,3,10/05/2021,https://www.otcmarkets.com/otcapi/company/financial-report/305703/content,WLAN_2021_Annual_3.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2021_Annual_3.txt,1,0,1,0,"<regex.Match object; span=(281, 299), match=' December 31, 2019'>",1.0
WLAN,0,1848,2021,"Semi-Annual Report - Wialan Technologies Inc - Semi-Annual Disclosures Report for the 6 Months Ended June 30,2021",4,09/08/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301258/content,WLAN_2021_Annual_4.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2021_Annual_4.txt,0,0,1,0,-1,
WLAN,0,1848,2021,Annual Report - Wialan Technologies Inc - Annual Disclosures Report for the 12 Months Ended December 31 2020,5,09/08/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301251/content,WLAN_2021_Annual_5.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2021_Annual_5.txt,0,0,1,0,-1,
WLAN,0,1848,2021,Annual Report - Wialan Technologies Inc - Annual Disclosures Report for the 12 Months Ended December 31 2019,6,09/08/2021,https://www.otcmarkets.com/otcapi/company/financial-report/301248/content,WLAN_2021_Annual_6.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2021_Annual_6.txt,0,0,1,0,-1,
WLAN,0,1848,2022,"Semi-Annual Report - Wialan Technologies Inc - Disclosures and Financial Statements for the 6 Months Ended June 30,2022",1,07/27/2022,https://www.otcmarkets.com/otcapi/company/financial-report/340425/content,WLAN_2022_Annual_1.pdf,"158    WIALAN TECHNOLOGIES INC
Name: 4, dtype: object",WLAN_2022_Annual_1.txt,0,0,1,0,-1,
