Other Flag,Trading symbol,Exact title and class of securities outstanding,CUSIP,Par/stated value,Total shares authorized,Authorized Date,Total shares oustanding,Outstanding Date,Number of shares in the Public Float, Public float Date,Total number of shareholders of Record,Shareholders Date,ID,Submission Year,Submission Year File Number
False, RVTI, © Common, 768027203, $ 0.001," 200,000,000 ", 12/31/2020," 46,282,854 ", 12/31/2020," 5,082,854 ", 12/31/2020, 186 , 12/31/2020,RVTI,2021,4
False, RVTI, © Common, 768027203, $ 0.001," 200,000,000 ", 12/31/2019," 46,282,854 ", 12/31/2019," 5,082,854 ", 12/31/2019, 186 , 12/31/2019,RVTI,2021,5
False, RVTI, © Common, 768027203, $ 0.001," 200,000,000 ", 06/30/2022," 47,832,854 ", 06/30/2022," 5,082,854 ", 06/30/2022, 187 , 06/30/2022,RVTI,2022,2
False, RVTI, © Common, 768027203, $ 0.001," 200,000,000 ", 12/31/2021," 47,532,854 ", 12/31/2021," 5,082,854 ", 12/31/2020, 188 , 12/31/2020,RVTI,2022,3
False, SAKL, © Common, 785765207, .0001," 990,000,000 "," December 31, 2020"," 3,532,455 "," December 31, 2020"," 3,331,934 "," December 31, 2020", 56 ," December 31, 2020",SAKL,2021,1
True,,,, .001," 2,500,000 "," December 31, 2020"," 3,532,455 "," December 31, 2020",,,,,SAKL,2021,1
True,,,, .001," 20,000,000 "," December 31, 2020"," 3,532,455 "," December 31, 2020",,,,,SAKL,2021,1
True,,,, .001," 2,500,000 "," December 31, 2020"," 3,532,455 "," December 31, 2020",,,,,SAKL,2021,1
True,,,, 001," 200,000 "," December 31, 2020"," 3,532,455 "," December 31, 2020",,,,,SAKL,2021,1
False, SAKL, © Common, 785765207, .0001," 990,000,000 "," December 31, 2019"," 3,532,455 "," December 31, 2019"," 3,331,934 "," December 31, 2019", 56 ," December 31, 2019",SAKL,2021,2
True,,,, .001," 2,500,000 "," December 31, 2019"," 3,532,455 "," December 31, 2019",,,,,SAKL,2021,2
True,,,, .001," 20,000,000 "," December 31, 2019"," 3,532,455 "," December 31, 2019",,,,,SAKL,2021,2
True,,,, .001," 2,500,000 "," December 31, 2019"," 3,532,455 "," December 31, 2019",,,,,SAKL,2021,2
True,,,, 001," 200,000 "," December 31, 2019"," 3,532,455 "," December 31, 2019",,,,,SAKL,2021,2
False, SAKL, Common, 785765207, .0001," 990,000,000 "," December 31, 2021"," 4,699,913 "," December 31, 2021"," 4,499,392 "," December 31, 2021", 56 ," December 31, 2021",SAKL,2022,1
True, N/A, Class A Preferred,, 001," 2,500,000 "," December 31, 2021"," 4,699,913 "," December 31, 2021",,,,,SAKL,2022,1
True,, Class B Preferred,, 001," 20,000,000 "," December 31, 2021"," 4,699,913 "," December 31, 2021",,,,,SAKL,2022,1
True,, Class C Preferred,, 001," 2,500,000 "," December 31, 2021"," 4,699,913 "," December 31, 2021",,,,,SAKL,2022,1
True,, Class D Preferred,, 001," 200,000 "," December 31, 2021"," 4,699,913 "," December 31, 2021",,,,,SAKL,2022,1
False, SCAL, © Common, 85857C108, 0.00001," 979,999,990 "," August 31, 2020"," 970,851,065 "," August 31, 2020"," 25,700,000 "," August 31, 2020", 138 ," August 31, 2020",SCAL,2021,1
True,,,,, ,," 970,851,065 ",,,,,,SCAL,2021,1
False, SCAL, © Common, 858570108, 0.00001," 979,999,990 "," August 31, 2020"," 350,851,065 "," August 31, 2020"," 25,700,000 "," August 31, 2020", 138 ," August 31, 2020",SCAL,2021,2
True,,,,, ,," 350,851,065 ",,,,,,SCAL,2021,2
False, SCAL, © Common, 858570108, 0.00001," 979,999,990 "," August 31, 2019"," 350,851,065 "," August 31, 2019"," 25,700,000 "," August 31, 2019", 138 ," August 31, 2019",SCAL,2021,3
True,,,,, ,," 350,851,065 ",,,,,,SCAL,2021,3
False, SCAL, © Common, 85857C108, 0.001," 979,999,990 "," August 31, 2022"," 970,851,065 "," August 31, 2022"," 25,700,000 "," August 31, 2022", 138 ," August 31, 2022",SCAL,2022,1
True,,,,, ,," 970,851,065 ",,,,,,SCAL,2022,1
False, SCFR, COMMON, 814259305, 0.001," 2,010,000,000 "," Sept 13, 2021"," 1,275,238,884 "," Sept 13, 2021",," Sept 13, 2021",," Sept 13, 2021",SCFR,2021,1
False, SCFER, COMMON, 814259305, 0.001," 2,010,000,000 "," May 1, 2022"," 2,010,000,000 "," May 1, 2022"," 436,447,180 "," May 1, 2022", 209 ," April 11, 2022",SCFR,2022,1
False, SCNA, Common, 83186E101, $0.001," 10,000,000,000 "," June 30, 2021."," 4,903,739,173 "," June 30, 2021."," 826,981,188 "," June 30, 2021.", 80 ," June 30, 2021.",SCNA,2021,1
False, SCNA, Common, 83186E101, $0.001," 10,000,000,000 "," June 30, 2021."," 4,903,739,173 "," June 30, 2021."," 826,981,188 "," June 30, 2021.", 80 ," June 30, 2021.",SCNA,2021,2
False, SCNA, Common, 83186E101, $0.001," 10,000,000,000 "," June 30, 2021."," 4,903,739,173 "," June 30, 2021."," 826,981,188 "," June 30, 2021.", 80 ," June 30, 2021.",SCNA,2021,3
False, SCNA, Common, 83186E101, $0.001," 10,000,000,000 "," December 31, 2021."," 4,903,739,173 "," December 31, 2021."," 826,981,188 "," December 31, 2021.", 80 ," December 31, 2021.",SCNA,2022,1
False, SCNA, Common, 83186E101, $0.001," 10,000,000,000 "," December 31, 2021."," 4,903,739,173 "," December 31, 2021."," 826,981,188 "," December 31, 2021.", 80 ," December 31, 2021.",SCNA,2022,2
False, SCNG, COMMON, 78409C 106, 0.00001," 18,000,000,000 "," December 31, 2019"," 97,927,757 "," December 31, 2019"," 11,321,743 "," December 31, 2019"," 1,032 "," December 31, 2019",SCNG,2020,1
True, SCNG, Series A Preferred Shares,, 0.001," 2,000,000 "," December 31, 2019"," 97,927,757 "," December 31, 2019",,,,,SCNG,2020,1
False, SCNG, COMMON, 78409C 106, 0.00001," 18,000,000,000 "," December 31, 2020"," 223,448,232 "," December 31, 2020"," 8,315,014 "," December 31, 2020"," 1,032 "," December 31, 2020",SCNG,2021,1
True, SCNG, Series A Preferred Shares CUSIP:,, 0.001," 2,000,000 "," December 31, 2020"," 223,448,232 "," December 31, 2020",,,,,SCNG,2021,1
False, SCNG, COMMON, 78409C 106, 0.00001," 18,000,000 000 "," December 31, 2021"," 221,620,057 "," December 31,"," 8,315,014 "," December 31, 2021"," 1,032 "," December 31, 2021",SCNG,2022,1
True, SCNG, | Series D Preferred Shares CUSIP:,, 0.001," 3,000,000 "," December 31, 2021"," 221,620,057 "," December 31, 2021",,,,,SCNG,2022,1
False, SCNG, COMMON, 78409C 106, 0.00001," 18,000,000,000 "," December 31, 2021"," 221,620,057 ", December 31," 8,315,014 ", December 31," 1,032 "," December 31, 2021",SCNG,2022,2
True, SCNG, Series D Preferred Shares CUSIP:,, 0.001," 3,000,000 "," December 31, 2021"," 221,620,057 "," December 31, 2021",,,,,SCNG,2022,2
False, SCNG, COMMON, 78409C 106, 0.00001," 18,000,000,000 "," December 31, 2021"," 221,620,057 ", December 31," 8,315,014 "," December 31, 2021"," 1,032 "," December 31, 2021",SCNG,2022,3
True, SCNG, Series D Preferred Shares CUSIP:,, 0.001," 3,000,000 "," December 31, 2021"," 221,620,057 "," December 31, 2021",,,,,SCNG,2022,3
False, SCNG, COMMON, 78409C 106, 0.00001," 18,000,000,000 "," December 31, 2021"," 223,448,232 "," December 31, 2021"," 8,315,014 "," December 31, 2021"," 1,032 "," December 31, 2021",SCNG,2022,4
True, SCNG, Series D Preferred Shares CUSIP:,, 0.001," 3,000,000 "," December 31, 2021"," 223,448,232 "," December 31, 2021",,,,,SCNG,2022,4
False, SDAD, © Common Stock, None, $.001," 200,000,000 "," June 29, 2021"," 81,6000,000 "," June 29, 2021"," 15,391,000 "," June 29, 2021", 587 ," June 29, 2021",SDAD,2021,1
False,,,,," 30,000,000,000 ", 09/08/2021," 14,475,806,289 ", 09/08/2021," 14,418,293,974 ", 09/08/2021, 648 , 09/08/2021,SEEK,2021,1
False, SEWJ, Common Class A, 83403D 100, No Par Value," 1,500,000,000 ", 12/31/2020," 329,997,308 ", 12/31/2020," 29,975,864 ", 12/31/2020, 25 , 12/31/2020,SFWJ,2021,1
False, SFWJ, Common Class A, 83403D 100, No Par Value," 1,500,000,000 ", 12/31/2019," 329,997,308 ", 12/31/2019," 29,975,864 ", 12/31/2019, 25 , 12/31/2019,SFWJ,2021,2
False, SEWJ, Common Class A, 83403D 100, No Par Value," 1,500,000,000 ", 12/31/2021," 374,997,308 ", 12/31/2021," 29,847,036 ", 12/31/2021, 31 , 12/31/2021,SFWJ,2022,1
False, SGLA, © Common, 82936V108, 0.001, 780000000 , 9/21/2021, 730039317 , 9/21/2021,, 9/21/2021,, 9/21/2021,SGLA,2021,2
False, SGTB, - Common Stock, 66702Q203, 0.01," 200,000,000 ", 12/31/2020," 128,758,922 ", 12/31/2020," 20,280,355 ", 12/31/2020, 415 , 12/31/2020,SGTB,2021,1
True, N/A, N/A, N/A, N/A, N/A , 12/31/2020," 128,758,922 ", 12/31/2020,,,,,SGTB,2021,1
False, SGTB, © Common Stock, 66702Q203, 001," 200,000,000 ", 12/31/2019," 128,758,922 ", 12/31/2019," 20,280,355 ", 12/31/2019, 415 , 12/31/2019,SGTB,2021,2
True, N/A, N/A, N/A, N/A, N/A , 12/31/2019," 128,758,922 ", 12/31/2019,,,,,SGTB,2021,2
False, SGTB, - Common Stock, 66702Q203, 0.01," 200,000,000 ", 12/31/2020," 128,758,922 ", 12/31/2020," 20,280,355 ", 12/31/2020, 415 , 12/31/2020,SGTB,2021,3
True, N/A, N/A, N/A, N/A, N/A , 12/31/2020," 128,758,922 ", 12/31/2020,,,,,SGTB,2021,3
False, SGTB, © Common Stock, 66702Q203, 001," 200,000,000 ", 12/31/2019," 128,758,922 ", 12/31/2019," 20,280,355 ", 12/31/2019, 415 , 12/31/2019,SGTB,2021,4
True, N/A, N/A, N/A, N/A, N/A , 12/31/2019," 128,758,922 ", 12/31/2019,,,,,SGTB,2021,4
False, SGTB, Common Stock, 66702Q203, 0.01," 200,000,000 _ ", 12/31/2021,, 12/31/2021,, 12/31/2021,, 12/31/2021,SGTB,2022,1
False, SIGO, Common, 867744 203," $0,0001"," 27,000,000 "," October 31, 2021", 5.924.640 ," October 31, 2021"," 5,924,640 "," October 31, 2021", 312 ," October 31, 2021",SIGO,2022,2
True,,,,, __ ,, 5.924.640 ,,,,,,SIGO,2022,2
False, SILS, © Common Stock, 828131102, $0.001," 300,000,000 "," December 31, 2021"," 123,522,386 "," December 31, 2021"," 15,822,406 "," December 31, 2021", 723 ," December 31, 2021",SILS,2022,1
False, SNGY, Common, 984264101, $0.001," 500,000,000 ", 05/25/2021," 107,478,000 ", 05/25/2021," 20,224 ", 05/25/2021, 716 , 05/25/2021,SNGY,2021,2
True, N/A, N/A, N/A, N/A, N/A _ ,," 107,478,000 ",,,,,,SNGY,2021,2
False, SNGY, Common, 984264101, $0.001," 500,000,000 ", 05/25/2021," 107,478,000 ", 05/25/2021," 20,224 ", 05/25/2021, 716 , 05/25/2021,SNGY,2021,3
True, N/A, N/A, N/A, N/A, N/A _ ,," 107,478,000 ",,,,,,SNGY,2021,3
False, SNSGF, © Common, 816923106, No Par," 500,000,000 _ _—"," August 31, 2021"," 19,798,923 "," August 31, 2021"," 16,764,060 "," August 31, 2021", 169 ," August 31, 2021",SNSGF,2021,1
True,,,,, ,," 19,798,923 ",,,,,,SNSGF,2021,1
False, SNSGF, © Common, 816923106, No Par," 500,000,000 _ _— "," August 31, 2021"," 19,798,923 "," August 31, 2021"," 16,764,060 "," August 31, 2021", 169 ," August 31, 2021",SNSGF,2021,2
True,,,,, ,," 19,798,923 ",,,,,,SNSGF,2021,2
False, SOHI, © Common Stock, NA, $1 par value," 100,000,000 "," December 31, 2019"," 10,615,695 "," December 31, 2019"," 5,990,802 "," December 31, 2019", 300 ," December 31, 2019",SOHI,2020,1
True, NA, NA, NA, NA, NA , NA," 10,615,695 ", NA,,,,,SOHI,2020,1
False, SOHI, © Common Stock, NA, $1 par value," 100,000,000 "," December 31, 2020"," 10,755,695 "," December 31, 2020"," 5,990,802 "," December 31, 2020", 300 ," December 31, 2020",SOHI,2021,1
True, NA, NA, NA, NA, NA , NA," 10,755,695 ", NA,,,,,SOHI,2021,1
False, SOHI, | Common Stock, NA, $1 par value," 100,000,000 "," December 31, 2021"," 44,201,764 "," December 31, 2021"," 5,995,258 "," December 31, 2021", 115 ," December 31, 2021",SOHI,2022,1
True, NA, NA, NA, NA, NA , NA," 44,201,764 ", NA,,,,,SOHI,2022,1
False, SOHI, © Common Stock, NA, $1 par value," 100,000,000 "," December 31, 2021"," 44,201,764 "," December 31, 2021"," 5,995,258 "," December 31, 2021", 115 ," December 31, 2021",SOHI,2022,3
True, NA, NA, NA, NA, NA , NA," 44,201,764 ", NA,,,,,SOHI,2022,3
False, SPBV, © Common Stock, 84920J109, $0.001," 975,000,000 "," December 31, 2020"," 674,124,007 "," December 31, 2020"," 32,440,793 "," December 31, 2020", 421 ," December 31, 2020",SPBV,2021,1
True, SPBV, Preferred Stock, 84920J109, $0.001," 25,000,000 "," December 31, 2020"," 674,124,007 "," December 31, 2020",,,,,SPBV,2021,1
False, SPBV, © Common Stock, 84920J109, $0.001," 975,000,000 "," December 31, 2019"," 674,124,007 "," December 31, 2019"," 32,440,793 "," December 31, 2019", 421 ," December 31, 2019",SPBV,2021,2
True, SPBV, Preferred Stock, 84920J109, $0.001," 25,000,000 "," December 31, 2019"," 674,124,007 "," December 31, 2019",,,,,SPBV,2021,2
False, SPBV, © Common Stock, 84920J109, $0.001," 975,000,000 "," December 31, 2021"," 674,124,007 "," December 31, 2021"," 32,440,793 "," December 31, 2021", 421 ," December 31, 2021",SPBV,2022,1
False, SPBV, © Common Stock, 84920J109, $0.001," 975,000,000 "," December 31, 2021",," December 31, 2021"," 32,440,793 "," December 31, 2021", 421 ," December 31, 2021",SPBV,2022,2
True, SPBV, Preferred Stock, 84920J109, $0.001," 25,000,000 "," December 31, 2021",," December 31, 2021",,,,,SPBV,2022,2
False, SPBV, © Common Stock, 84920J109, $0.001," 975,000,000 "," December 31, 2021",," December 31, 2021"," 32,440,793 "," December 31, 2021", 421 ," December 31, 2021",SPBV,2022,3
True, SPBV, Preferred Stock, 84920J109, $0.001," 25,000,000 "," December 31, 2021",," December 31, 2021",,,,,SPBV,2022,3
False, SPLM, COMMON STOCK CLASS A, 81730Y102, $0.0001," 300,000,000 ", 02/28/2021," 112,792,356  ", 02/28/2021," 13,462,356 ", 02/28/2021,, 02/28/2021,SPLM,2021,1
True, N/A,,,, ,," 112,792,356  ",,,,,,SPLM,2021,1
False, SPLM, COMMON STOCK CLASS A, 81730Y102, $0.0001," 200,000,000 ", 02/29/2020," 114,932,356 ", 02/29/2020," 13,462,356 ", 02/29/2020,, 02/29/2020,SPLM,2021,2
True, N/A,,,, ,," 114,932,356 ",,,,,,SPLM,2021,2
False, SPLM, COMMON STOCK CLASS A, 81730Y102, $0.0001," 300,000,000 ", 02/28/2022," 117,492,356 ", 02/28/2022," 13,461,356 ", 02/28/2022, 43 , 02/28/2022,SPLM,2022,1
True, N/A,,,, ,," 117,492,356 ",,,,,,SPLM,2022,1
False,,,,,, 12/31/2022,, 12/31/2022,, 12/31/2022,, 12/31/2022,SPQS,2023,1
False, SPQS, - Common Stock, 84920N 10 0, 0.001," 5,000,000,000 ", 12/31/2022," 2,228,763,151 ", 12/31/2022," 1,568,000,000 ", 12/31/2022, 130 , 12/31/2022,SPQS,2023,2
False, SPQS, - Common Stock, 84920N 10 0, 0.001," 5,000,000,000 ", 12/31/2022," 2,228,763,151 ", 12/31/2022," 1,568,000,000 ", 12/31/2022, 130. , 12/31/2022,SPQS,2023,3
False, SRBT, | Common Stock, 81946R107, 0.001," 1,800,000,000 ", 12/31/2020," 2,984,853 ", 12/31/2020," 198,773 ", 12/31/2020, 17 , 12/31/2020,SRBT,2021,1
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2020," 2,984,853 ", 12/31/2020,,,,,SRBT,2021,1
False, SRBT, | Common Stock, 81946R107, 0.001," 1,800,000,000 ", 12/31/2019," 2,984,853 ", 12/31/2019," 198,773 ", 12/31/2019, 17 , 12/31/2019,SRBT,2021,2
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2019," 2,984,853 ", 12/31/2019,,,,,SRBT,2021,2
False, SRBT, / Common Stock, 81946R107, 0.001," 1,800,000,000 ", 12/31/2020," 2,984,853 ", 12/31/2020," 198,773 ", 12/31/2020, 17 , 12/31/2020,SRBT,2021,3
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2020," 2,984,853 ", 12/31/2020,,,,,SRBT,2021,3
False, SRBT, / Common Stock, 81946R107, 0.001," 1,800,000,000 ", 12/31/2019," 2,984,853 ", 12/31/2019," 198,773 ", 12/31/2019, 17 , 12/31/2019,SRBT,2021,4
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2019," 2,984,853 ", 12/31/2019,,,,,SRBT,2021,4
False, SRBT, / Common Stock, 81946R107, 0.001," 1,800,000,000 ", 12/31/2020," 2,984,853 ", 12/31/2020," 198,773 ", 12/31/2020, 17 , 12/31/2020,SRBT,2021,5
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2020," 2,984,853 ", 12/31/2020,,,,,SRBT,2021,5
False, SRBT, / Common Stock, 81946R107, 0.001," 1,800,000,000 ", 12/31/2019," 2,984,853 ", 12/31/2019," 198,773 ", 12/31/2019, 17 , 12/31/2019,SRBT,2021,6
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001, 0 , 12/31/2019," 2,984,853 ", 12/31/2019,,,,,SRBT,2021,6
False, SRBT, / Common Stock, 81946R107, 0.001," 1,800,000,000 ", 12/31/2021," 2,984,853 ", 12/31/2021," 198,773 ", 12/31/2021, 17 , 12/31/2021,SRBT,2022,1
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 200,000,000 ", 12/31/2021," 2,984,853 ", 12/31/2021,,,,,SRBT,2022,1
False, SSOF, © Common, 83012L 105, 001," 1,000,000,000 "," December 31, 2020"," 699,991,000 "," December 31, 2020"," 533,422 641 "," December 31, 2020", 333 ," December 31, 2020",SSOF,2021,1
True,, SeriesA-1*,, 001," 10,000,000 "," December 31, 2020"," 699,991,000 "," December 31, 2020",,,,,SSOF,2021,1
False, SSOF, © Common, 83012L 105, 001," 1,000,000,000 "," December 31, 2019"," 699,991,000 "," December 31, 2019"," 533,422 641 "," December 31, 2019", 333 ," December 31, 2019",SSOF,2021,2
True,, SeriesA-1*,, 001," 10,000,000 "," December 31, 2019"," 699,991,000 "," December 31, 2019",,,,,SSOF,2021,2
False, SSOF, Common, 83012L 105, .001," 1,000,000,000 "," December 31, 2021"," 699,991,000 "," December 31, 2021"," 533,422,641 "," December 31, 2021", 333 ," December 31, 2021",SSOF,2022,1
True,, SeriesA-1*,, 001," 10,000,000 "," December 31, 2021"," 699,991,000 "," December 31, 2021",,,,,SSOF,2022,1
False, STJO, Common, 85231M, .001," 100,000,000 _ _", 8/31/2021," 13,335,341 ", 8/31/2021," 6,774,789 ", 8/02/2021, 221 , 8/02/2021,STJO,2021,1
True, STJO, © Common, 85231M, -001," 100,000,000 ", 8/21/2021," 13,335,341 ", 8/21/2021,,,,,STJO,2021,1
False, STJO, Common, 85231M, .001," 100,000,000 _ _", 8/31/2021," 13,335,341 ", 8/31/2021," 6,774,789 ", 8/02/2021, 221 , 8/02/2021,STJO,2021,3
False, STJO, Common, 85231M, .001," 100,000,000 _ _", 8/31/2021," 13,335,341 ", 8/31/2021," 6,774,789 ", 8/02/2021, 221 , 8/02/2021,STJO,2021,5
False, SVLT, | Common Stock, 86803W 107, 0.001," 500,000,000 ", 12/31/2020," 342,362,149 ", 12/31/2020," 35,841,165 ", 12/31/2020, 80 , 12/31/2020,SVLT,2021,2
False, SVLT, | Common Stock, 86803W 107, 0.001," 500,000,000 ", 12/31/2019," 342,362,149 ", 12/31/2019," 35,841,165 ", 12/31/2019, 80 , 12/31/2019,SVLT,2021,3
False, SVLT, | Common Stock, 86803W 107, 0.001," 500,000,000 ", 12/31/2021," 342,362,149 ", 12/31/2021," 35,841,165 ", 12/31/2021, 80 , 12/31/2021,SVLT,2022,1
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 100,000,000 ", 12/31/2021," 342,362,149 ", 12/31/2021,,,,,SVLT,2022,1
False, ANBC, Common Class A Shares, 00180L105, $.001," 100,000,000 _", 09/22/2021," 79,604,759 ", 09/22/2021,, 09/22/2021,, 09/22/2021,SYUP,2021,1
False, TAER, Common, 876491 101, .001," 150,000,000 ", 09/21/2021," 110,719,237 ", 09/21/2021," 3,677,326 ", 09/21/2021, 504 , 09/21/2021,TAER,2021,3
True, TAER, Pref Series C,, .001," 10,000,000 ",09/21/2021," 110,719,237 ",09/21/2021,,,,,TAER,2021,3
False, TAER, Common, 876491 101, .001," 150,000,000 ", 09/21/2021," 110,719,237 ", 09/21/2021," 3,677,326 ", 09/21/2021, 504 , 09/21/2021,TAER,2021,4
True, TAER, Pref Series C,, .001," 10,000,000 ",09/21/2021," 110,719,237 ",09/21/2021,,,,,TAER,2021,4
False, TAER, © Common, 876491 101, -001," 150,000,000 ", 12/30/22," 118,669,237 ", 12/30/22," 3,677,326 ", 12/30/22, 504 , 12/30/22,TAER,2022,1
True, TAER, Pref Series C,, .001," 10,000,000 ", 12/30/22," 118,669,237 ", 12/30/22,,,,,TAER,2022,1
False, TAER, © Common, 876491 101, .001," 150,000,000 ", 09/22/22," 118,669,237 ", 09/22/22," 3,677,326 ", 09/22/22, 504 , 09/22/22,TAER,2022,3
True, TAER, Pref Series C,, .001," 10,000,000 ",09/22/22," 118,669,237 ",09/22/22,,,,,TAER,2022,3
False, AMG, | Common Stock par value $.001, 893775205, $.001," 300,000,000 common ", 2/28/21," 46,000,000 ", 2/28/21," 14,728,412 "," February 28, 2021", 506 , 02/28/21,TAMG,2021,1
False, TAMG, | Common Stock par value $.001, 893775205, $.001," 300,000,000 common ", 2/28/20," 39,860,508 ", 2/28/20," 15,168,412 "," February 28, 2020", 504 , 02/28/20,TAMG,2021,2
False, TAMG, | Common Stock par value $.001, 893775205, $.001," 300,000,000 common ", 2/28/21," 46,000,000 ", 2/28/21," 14,728,412 "," February 28, 2021", 506 , 02/28/21,TAMG,2021,3
False, TAMG, | Common Stock par value $.001, 893775205, $.001," 300,000,000 common ", 2/28/20," 39,860,508 ", 2/28/20," 15,168,412 "," February 28, 2020", 504 , 02/28/20,TAMG,2021,4
False, TAMG, | Common Stock par value $.001, 893775205, $.001," 300,000,000 common ", 2/28/21," 46,000,000 ", 2/28/21," 14,728,412 "," February 28, 2021", 506 , 02/28/21,TAMG,2021,5
False, TAMG, | Common Stock par value $.001, 893775205, $.001," 500,000,000 common ", 2/28/22," 115,100,000 ", 2/28/22," 10,303,142 ", 2/28/22, 508 , 2/28/22,TAMG,2022,1
False, TAYO," | Taylor Consulting, Inc. (Common Stock)", 87690J100, .000001," 90,000,000 ", 3/31/2022," 53,182,404 ", 3/31/2022," 5,272,317 ", 3/31/2022," 53,182,404 ", 3/31/2022,TAYO,2022,1
False, TAYO," | Taylor Consulting, Inc. (Common Stock)", 87690J100, .000001," 90,000,000 ", 3/31/2022," 53,182,404 ", 3/31/2022," 5,272,317 ", 3/31/2022," 53,182,404 ", 3/31/2022,TAYO,2022,2
False, TAYO," | Taylor Consulting, Inc. (Common Stock)", 87690J100, .000001," 90,000,000 ", 3/31/2022," 53,182,404 ", 3/31/2022," 5,272,317 ", 3/31/2022," 53,182,404 ", 3/31/2022,TAYO,2022,5
False, TAYO," | Taylor Consulting, Inc. (Common Stock)", 87690J100, .000001," 90,000,000 ", 03/31/2021," 10,982,404 ", 03/31/2021," 5,272,317 ", 03/31/2021," 10,982,404 ", 03/31/2021,TAYO,2022,6
False, TGRO, © Common Stock, 88674T106, $0.0001," 5,000,000,000 "," December 31, 2019"," 1,634,329,973 "," December 31, 2019"," 1,452,040,046 "," December 31, 2019", 70 ," December 31, 2019",TGRO,2021,2
False, TGRO, © Common Stock, 88674T 106, $0.0001," 5,000,000,000 "," December 31, 2020"," 1,635,272,573 "," December 31, 2020"," 1,453,032,646 "," December 31, 2020", 72 ," December 31, 2020",TGRO,2022,3
True, TGRO, Preferred Shares, 88674T 106, $0.0001," 23,999,500 "," December 31, 2020"," 1,635,272,573 ",,,,,,TGRO,2022,3
False, TGRO, © Common Stock, 88674T106, $0.0001," 5,000,000,000 "," December 31, 2019"," 1,635,322,573 "," December 31, 2019"," 1,453,032,646 "," December 31, 2019", 70 ," December 31, 2019",TGRO,2022,4
False, TGRO, © Common Stock, 88674T 106, $0.0001," 5,000,000,000 "," December 31, 2020"," 1,635,272,573 "," December 31, 2020"," 1,453,032,646 "," December 31, 2020", 72 ," December 31, 2020",TGRO,2022,5
True, TGRO, Preferred Shares, 88674T 106, $0.0001," 23,999,500 "," December 31, 2020"," 1,635,272,573 ",,,,,,TGRO,2022,5
False, TGRO, © Common Stock, 88674T106, $0.0001," 5,000,000,000 "," December 31, 2019"," 1,635,322,573 "," December 31, 2019"," 1,453,032,646 "," December 31, 2019", 70 ," December 31, 2019",TGRO,2022,6
False, TINO, Common stock, 87509W102, $0.00001," 1,000,000,000 ", 12/31/2020," 370,585,278  ", 12/31/2020,, 12/31/2020,, 12/31/2020,TINO,2021,1
False, TINO, | Common stock, 87509W102, $0.00001," 1,000,000,000 ", 12/31/2021," 497,085,278 ", 12/31/2021," 149,811,161 ", 12/31/2021," 1,323 ", 12/31/2021,TINO,2022,2
False, TIPS, Class A Common Stock, 886307107, $0.001," 200,000,000 "," December 31, 2020"," 84,672,907 "," December 31, 2020"," 16,574,827 "," December 31, 2020"," 3,268 ", December 31 2020,TIPS,2021,1
False, TIPS, Class A Common Stock, 886307107, $0.001," 200,000,000 "," December 31, 2019"," 84,672,907 "," December 31, 2019"," 16,574,827 "," December 31, 2019"," 3,268 ", December 31 2019,TIPS,2021,2
False, TIPS, Class A Common Stock, 886307107, $0.001," 200,000,000 "," December 31, 2021"," 84,672,907 "," December 31, 2021"," 16,574,827 "," December 31, 2021"," 3,268 "," December 31, 2021",TIPS,2022,1
False, TKCI, Common, 9004T206, $0.001," 750,000,000 ", 9.30.21," 83,585,299 ", 9.30.21, 4.267.378 , 9.30.21, 221 , 9.30.21,TKCI,2021,1
False, TKCI, Common, 9004T206, $0.001," 750,000,000 ", 9.30.21," 83,585,299 ", 9.30.21, 4.267.378 , 9.30.21, 221 , 9.30.21,TKCI,2021,2
False, TLIF, © Common Stock, 888847101, $0.0001," 300,000,000 "," August 31, 2021"," 104,519,840 "," August 31, 2021"," 48,113,898 "," August 31, 2021", 336 ," August 31, 2021",TLIF,2021,1
False, TLIF, © Common Stock, 888847101, $0.001," 300,000,000 "," March 31, 2020"," 100,019,840 "," March 31, 2020"," 48,113,898 "," March 31, 2020", 336 ," March 31, 2020",TLIF,2021,2
False, TLIF, © Common Stock, 888847101, $0.0001," 300,000,000 "," March 31, 2021"," 100,019,840 "," March 31, 2021"," 48,113,898 "," March 31, 2021", 336 ," March 31, 2021",TLIF,2021,3
False, TLIF, Common Stock, 888847101, $0.001," 3,000,000,000 "," August 31, 2022"," 126,157,992 "," August 31, 2022"," 11,004,279 "," August 31, 2022", 341 ," August 31, 2022",TLIF,2022,1
True, n/a,,,, ,," 126,157,992 ",,,,,,TLIF,2022,1
