,ID,Name,Report,Date,Year,Version,Link
7,AFOM,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/12/2014,2014,4,https://www.otcmarkets.com/otcapi/company/financial-report/117193/content
0,WOWU,INNOVATIVE DESIGNS INC,"Annual Report - WOWI Inc. Annual Report September 30th, 2022 with Notes",01/11/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/356825/content
1,WOWU,INNOVATIVE DESIGNS INC,"Annual Report - WOWI Inc. Annual Report September 30th, 2022 with notes",01/08/2023,2023,2,https://www.otcmarkets.com/otcapi/company/financial-report/356647/content
2,WOWU,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Attorney Letter for REVISION (2) September 30th, 2021 WOWI Inc. Annual Report",01/24/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/318267/content
3,WOWU,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - ATTORNEY LETTER REGARDING ANNUAL REPORT REVISION (2) September 30th, 2021. WOWI Inc Annual Report",01/18/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/317780/content
4,WOWU,INNOVATIVE DESIGNS INC,"Annual Report - REVISION (2) September 30th, 2021 WOWI Inc. Annual Report",01/18/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/317779/content
5,WOWU,INNOVATIVE DESIGNS INC,Annual Report - RESTATEMENT WOWI Inc. Annual Report Date September 30th 2021,01/11/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/317219/content
6,WOWU,INNOVATIVE DESIGNS INC,"Annual Report - WOWI INC. Year End September 30th, 2021",11/29/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/314199/content
7,WOWU,INNOVATIVE DESIGNS INC,Annual Report - WOWI Inc. Annual Financials Dated September 30th 2020 Complete With Notes,09/27/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/304796/content
8,WOWU,INNOVATIVE DESIGNS INC,Annual Report - September 2017 WOWI Inc EOY Financial Report,08/14/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/199738/content
9,WOWU,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/15/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/165148/content
10,WOWU,INNOVATIVE DESIGNS INC,Notification of Late Filing - Annual Report,01/03/2017,2017,2,https://www.otcmarkets.com/otcapi/company/financial-report/164645/content
11,WOWU,INNOVATIVE DESIGNS INC,"Annual Report - Jolen, Inc.",05/31/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/156117/content
12,WOWU,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/23/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/131973/content
13,WOWU,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/23/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/131972/content
14,WOWU,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,01/23/2015,2015,3,https://www.otcmarkets.com/otcapi/company/financial-report/131971/content
15,WOWU,INNOVATIVE DESIGNS INC,"Annual Report - September 30, 2011",09/29/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/61220/content
0,STEV,INNOVATIVE DESIGNS INC,"Annual Report - Stevia Corp. Amended Annual Report for the Period Ended March 31, 2022",09/06/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/346378/content
1,STEV,INNOVATIVE DESIGNS INC,"Annual Report - Stevia Corp. Amended Annual Report for the Period Ended March 31, 2022",07/20/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/339908/content
2,STEV,INNOVATIVE DESIGNS INC,"Annual Report - Stevia Corp. Annual Report for the Period Ended March 31, 2022",07/14/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/339543/content
3,STEV,INNOVATIVE DESIGNS INC,"Annual Report - Stevia Corp. Annual Report for the Period Ended March 31, 2021",09/07/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/301050/content
4,STEV,INNOVATIVE DESIGNS INC,"Annual Report - Stevia Corp. Annual Report for the Period Ended March 31, 2020",09/07/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/301049/content
0,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,05/03/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/154095/content
1,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements - English,06/08/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/139785/content
2,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,05/05/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/119834/content
3,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Annual Information Form,05/09/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/104044/content
4,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Consolidated Financial Statements,04/25/2013,2013,2,https://www.otcmarkets.com/otcapi/company/financial-report/103113/content
5,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Annual Information Form,06/05/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/83170/content
6,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Audited Annual Consolidated Financial Statements,05/02/2012,2012,2,https://www.otcmarkets.com/otcapi/company/financial-report/79988/content
7,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Annual Information Form,05/09/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/50169/content
8,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Audited annual financial statements,05/09/2011,2011,2,https://www.otcmarkets.com/otcapi/company/financial-report/50165/content
9,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Audited annual financial statements,03/31/2011,2011,3,https://www.otcmarkets.com/otcapi/company/financial-report/46972/content
10,HREEF,INNOVATIVE DESIGNS INC,Annual Report - Audited annual financial statements,03/31/2011,2011,4,https://www.otcmarkets.com/otcapi/company/financial-report/46912/content
0,EMGE,INNOVATIVE DESIGNS INC,Annual Report - December 31st 2021 Disclosure Statement - Amended,04/26/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/329062/content
1,EMGE,INNOVATIVE DESIGNS INC,Annual Report - December 31st 2021 Disclosure Statement,04/15/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/327782/content
2,EMGE,INNOVATIVE DESIGNS INC,Annual Report - December 31st 2021 Annual Financial Statement,04/15/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/327781/content
3,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement 2020,08/02/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/293651/content
4,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement 2019,08/02/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/293650/content
5,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Emergent 2020 Financials,07/27/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/292670/content
6,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Emergent 2019 Financials,07/27/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/292669/content
7,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Footnotes to 2013-2014 Financials,07/16/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/141514/content
8,EMGE,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Quarterly Cash Flow Statement Ending March 31, 2015",07/15/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/141454/content
9,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement,07/15/2015,2015,3,https://www.otcmarkets.com/otcapi/company/financial-report/141425/content
10,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Condensed Statements of Operations 2014 and Q1 2015,06/24/2015,2015,4,https://www.otcmarkets.com/otcapi/company/financial-report/140595/content
11,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Condensed Balance Sheets 2014 and Q1 2015,06/24/2015,2015,5,https://www.otcmarkets.com/otcapi/company/financial-report/140594/content
12,EMGE,INNOVATIVE DESIGNS INC,Annual Report - 2014 and 2013 Income Statements,06/24/2015,2015,6,https://www.otcmarkets.com/otcapi/company/financial-report/140592/content
13,EMGE,INNOVATIVE DESIGNS INC,"Annual Report - Audited Financial Statements and Footnotes for Years Ending December 31, 2012 & 2013",02/24/2015,2015,7,https://www.otcmarkets.com/otcapi/company/financial-report/133234/content
14,EMGE,INNOVATIVE DESIGNS INC,"Annual Report - Operating Statement Jan.1 to Dec. 31, 2010",12/31/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/41631/content
15,EMGE,INNOVATIVE DESIGNS INC,"Annual Report - Balance Sheet as of December 31, 2010",12/31/2010,2010,2,https://www.otcmarkets.com/otcapi/company/financial-report/41628/content
16,EMGE,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Operating Statement Jan 1 to June 30, 2010",08/17/2010,2010,3,https://www.otcmarkets.com/otcapi/company/financial-report/35595/content
17,EMGE,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Balance Sheet Jan. 1 to June 30, 2010",08/17/2010,2010,4,https://www.otcmarkets.com/otcapi/company/financial-report/35594/content
18,EMGE,INNOVATIVE DESIGNS INC,"Annual Report - Statement of Operations Jan. 1, 2009 to Dec. 31, 2009",01/25/2010,2010,5,https://www.otcmarkets.com/otcapi/company/financial-report/28217/content
19,EMGE,INNOVATIVE DESIGNS INC,"Annual Report - Balance Sheet as of December 31, 2009",01/25/2010,2010,6,https://www.otcmarkets.com/otcapi/company/financial-report/28216/content
20,EMGE,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Statement of Operations Jan. 1, 2009 to June 30, 2009",08/15/2009,2009,1,https://www.otcmarkets.com/otcapi/company/financial-report/23389/content
21,EMGE,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Mnagement Discussion of Results Balance Sheet and Statement of Operations, Jan 1, 2009 to June 30, 2009",08/15/2009,2009,2,https://www.otcmarkets.com/otcapi/company/financial-report/23388/content
22,EMGE,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Balance Sheet as of June 30, 2009",07/02/2009,2009,3,https://www.otcmarkets.com/otcapi/company/financial-report/22220/content
23,EMGE,INNOVATIVE DESIGNS INC,"Annual Report - Statement of Operations Jan 1, 2008 to December 31, 2008",01/22/2009,2009,4,https://www.otcmarkets.com/otcapi/company/financial-report/19072/content
24,EMGE,INNOVATIVE DESIGNS INC,"Annual Report - Balance Sheet December 31, 2008",01/22/2009,2009,5,https://www.otcmarkets.com/otcapi/company/financial-report/19070/content
25,EMGE,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Statement of Operations Jan1, 2008 to June 30, 2008",08/29/2008,2008,1,https://www.otcmarkets.com/otcapi/company/financial-report/16939/content
26,EMGE,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Balance Sheet June 30, 2008",08/29/2008,2008,2,https://www.otcmarkets.com/otcapi/company/financial-report/16938/content
27,EMGE,INNOVATIVE DESIGNS INC,"Annual Report - Statement of Changes in Stockholders' Equity, Statement of Cash Flows, Notes To Statements",02/27/2008,2008,3,https://www.otcmarkets.com/otcapi/company/financial-report/13789/content
28,EMGE,INNOVATIVE DESIGNS INC,Supplemental Information - Issuer Certification for the Annual Report FYE Period,02/26/2008,2008,4,https://www.otcmarkets.com/otcapi/company/financial-report/13780/content
29,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Notes To Balance Sheet and Statement of Operations 12/31/07,02/22/2008,2008,5,https://www.otcmarkets.com/otcapi/company/financial-report/13745/content
30,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Balance Sheet,02/21/2008,2008,6,https://www.otcmarkets.com/otcapi/company/financial-report/13726/content
31,EMGE,INNOVATIVE DESIGNS INC,Annual Report - Statement of Operations,02/21/2008,2008,7,https://www.otcmarkets.com/otcapi/company/financial-report/13725/content
0,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Wialan Tecnologies Inc - Financial Disclosures Report for the 12 Months Ended December 31, 2022",01/25/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/357481/content
1,WLAN,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Wialan Technologies Inc - Disclosures and Financial Statements for the 6 Months Ended June 30,2022",07/27/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/340425/content
2,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Wialan Technologies Inc - Annual Financial Disclosures Statement for the Year Ended December 31, 2021",02/27/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/321619/content
3,WLAN,INNOVATIVE DESIGNS INC,Semi-Annual Report - Wialan Technologies Inc - Disclosures and Financial Statements for the 6 Months ended June 30 2021,10/05/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/305712/content
4,WLAN,INNOVATIVE DESIGNS INC,Annual Report - Wialan Technologies Inc - Updated Disclosures and Financial Report for the 12 Months Ended December 31 2020,10/05/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/305706/content
5,WLAN,INNOVATIVE DESIGNS INC,Annual Report - Wialan Technologies Inc - Updated Disclosures and Financial Statements for the 12 Months Ended December 31 2019,10/05/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/305703/content
6,WLAN,INNOVATIVE DESIGNS INC,"Semi-Annual Report - Wialan Technologies Inc - Semi-Annual Disclosures Report for the 6 Months Ended June 30,2021",09/08/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/301258/content
7,WLAN,INNOVATIVE DESIGNS INC,Annual Report - Wialan Technologies Inc - Annual Disclosures Report for the 12 Months Ended December 31 2020,09/08/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/301251/content
8,WLAN,INNOVATIVE DESIGNS INC,Annual Report - Wialan Technologies Inc - Annual Disclosures Report for the 12 Months Ended December 31 2019,09/08/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/301248/content
9,WLAN,INNOVATIVE DESIGNS INC,Annual Report - December 2015,03/21/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/151774/content
10,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Wialan Technologies, Inc. Annual Report Ended December 31,2014",02/09/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/132605/content
11,WLAN,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - Letter with Respect to Adequate Current Information for the Issuer, Annual Report for the Period Ended December 31, 2013.",04/28/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/119290/content
12,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - WIALAN FINANCIAL STATEMENTS AND OTC FILING STATEMENT - DECEMBER 31,2013",03/24/2014,2014,2,https://www.otcmarkets.com/otcapi/company/financial-report/117622/content
13,WLAN,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/31/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/105698/content
14,WLAN,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/03/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/77192/content
15,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Exhibit A, part 1",04/03/2012,2012,2,https://www.otcmarkets.com/otcapi/company/financial-report/77191/content
16,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Exhibit A, part 2",04/03/2012,2012,3,https://www.otcmarkets.com/otcapi/company/financial-report/77190/content
17,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Exhibit A, part 3",04/03/2012,2012,4,https://www.otcmarkets.com/otcapi/company/financial-report/77189/content
18,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Exhibit A , part 4",04/03/2012,2012,5,https://www.otcmarkets.com/otcapi/company/financial-report/77188/content
19,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Exhibit A, Part 2",04/17/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/48016/content
20,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Exhibit A, Part 1",04/17/2011,2011,2,https://www.otcmarkets.com/otcapi/company/financial-report/48013/content
21,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Exhibit A, Part 4 DTI, Original Bylaws",04/17/2011,2011,3,https://www.otcmarkets.com/otcapi/company/financial-report/48008/content
22,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Exhibit A, Part 3",04/17/2011,2011,4,https://www.otcmarkets.com/otcapi/company/financial-report/48007/content
23,WLAN,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/17/2011,2011,5,https://www.otcmarkets.com/otcapi/company/financial-report/48003/content
24,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Dec 31 2009 Report, Exhibit D",07/26/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/34320/content
25,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Dec 31 2009 Report, Exhibit C",07/26/2010,2010,2,https://www.otcmarkets.com/otcapi/company/financial-report/34319/content
26,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Dec 31 2009 Report, Exhibit B",07/26/2010,2010,3,https://www.otcmarkets.com/otcapi/company/financial-report/34318/content
27,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Dec 31 2009 Report, Exhibit A, part 4",07/26/2010,2010,4,https://www.otcmarkets.com/otcapi/company/financial-report/34317/content
28,WLAN,INNOVATIVE DESIGNS INC,"Annual Report - Dec 31 2009 Report, Exhibit A, part 3",07/26/2010,2010,5,https://www.otcmarkets.com/otcapi/company/financial-report/34316/content
