Agent Name,Phone,Email,Address,ID,Submission Year,Submission Year File Number,file,Link
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",RWMI,2022,1,RWMI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/342646/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Rd #220, Addison, TX 75001",RWMI,2022,2,RWMI_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325625/content
" Standard Registrar & Transfer Co.., Inc.",8015718844,Info@standardregistrar.com," 440 East 400 South, Suite 200",SAKL,2021,1,SAKL_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300734/content
" Standard Registrar & Transfer Co.., Inc.",8015718844,Info@standardregistrar.com," 440 East 400 South, Suite 200",SAKL,2021,2,SAKL_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300729/content
" Standard Registrar & Transfer Co., Inc.",8015718844,Info@standardregistrar.com," 440 East 400 South, Suite 200",SAKL,2022,1,SAKL_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324992/content
 Pacific Stock Transfer Company,7023613033,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",SCAL,2021,1,SCAL_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/312286/content
 Pacific Stock Transfer Company,7023613033,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",SCAL,2021,2,SCAL_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303287/content
 Pacific Stock Transfer Company,7023613033,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",SCAL,2021,3,SCAL_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303283/content
 Pacific Stock Transfer Company,7023613033,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",SCAL,2022,1,SCAL_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/353235/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Suite #220, Addison, Texas 75001",SCFR,2021,1,SCFR_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302734/content
" Signature Stock Transfer, Inc.",9726124120,info@signaturestocktransfer.com," 14673 Midway Road, Suite #220, Addison, Texas 75001",SCFR,2022,1,SCFR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/331672/content
 Action Stock Transfer Corp.,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",SCNA,2021,1,SCNA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304281/content
 Action Stock Transfer Corp.,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",SCNA,2021,2,SCNA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304265/content
 Action Stock Transfer Corp.,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",SCNA,2021,3,SCNA_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304258/content
 Action Stock Transfer Corp.,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",SCNA,2022,1,SCNA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/330022/content
 Action Stock Transfer Corp.,(801)2741088,action@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",SCNA,2022,2,SCNA_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329362/content
" Signature Stock Transfer, Inc.",(972)6124120,JASON@SIGNATURESTOCKTRANSFER.COM," 14673 Midway Rd #220, Addison, TX 75001, United",SCNG,2022,1,SCNG_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/333151/content
" Signature Stock Transfer, Inc.",(972)6124120,JASON@SIGNATURESTOCKTRANSFER.COM," 14673 Midway Rd #220, Addison, TX 75001, United",SCNG,2022,3,SCNG_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/331288/content
 Issuer Direct Corporation (Attn: Dominick Dal Pizzol,9194814000,dominick.dalpizzol@issuerdirect.com," One Glenwood Avenue, Suite 1001, Raleigh, North Carolina 27603",SDAD,2021,1,SDAD_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300087/content
 Securities Transfer Corporation,(469)6330101,smith@stctransfer.com, www.stctransfer.com,SFIN,2021,2,SFIN_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304375/content
 Securities Transfer Corporation,(469)6330101,smith@stctransfer.com, www.stctransfer.com,SFIN,2022,2,SFIN_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323501/content
 Madison Stock Transfer Inc.,(718)6274453,info@madisonstocktransfer.com," 2715 Coney Island Ave, 2°49 Floor, Brooklyn. NY 11235",SFWJ,2021,1,SFWJ_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303783/content
 Madison Stock Transfer Inc.,(718)6274453,info@madisonstocktransfer.com," 2715 Coney Island Ave, 2°49 Floor, Brooklyn. NY 11235",SFWJ,2021,2,SFWJ_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303777/content
 Signature Stock Transfer Inc.,(972)6124120,info@signaturestocktransfer.com," 14673 Midway Road, Suite #220, Addison, Texas 75001",SFWJ,2022,1,SFWJ_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/329447/content
 Signature Stock Transfer Inc.,(972)6124120,info@signaturestocktransfer.com," 14673 Midway Road, Suite #220, Addison, Texas 75001",SFWJ,2023,1,SFWJ_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/359342/content
 EQ Shareowner Services,3032824800,cynthia.hintgen@equiniti.com," 1110 Centre Pointe Curve, Suite 101, Mendota Heights, Minnesota",SGLA,2021,2,SGLA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303270/content
 Issuer Direct,9197442722,David.Klimczak@issuerdirect.com," One Glenwood Ave, Suite 1001, Raleigh, NC 27603",SGTB,2021,1,SGTB_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/308466/content
 Issuer Direct,9197442722,David.Klimczak@issuerdirect.com," One Glenwood Ave, Suite 1001, Raleigh NC, 27603",SGTB,2021,2,SGTB_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/308463/content
 Issuer Direct,9197442722,David.Klimczak@issuerdirect.com," One Glenwood Ave, Suite 1001, Raleigh, NC 27603",SGTB,2021,3,SGTB_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303384/content
 Issuer Direct,9197442722,David.Klimczak@issuerdirect.com," One Glenwood Ave, Suite 1001, Raleigh NC, 27603",SGTB,2021,4,SGTB_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303381/content
 Issuer Direct,9197442722,David.Klimczak@issuerdirect.com," One Glenwood Ave, Suite 1001, Raleigh, NC 27603",SGTB,2022,1,SGTB_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325360/content
"  ClearTrust, LLC",(813)2354490,inbox@cleartrusttransfer.com," 16540 Pointe Village Dr Suite 205, Lutz, Fl 33558",SIGO,2022,2,SIGO_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/343819/content
 Pacific Stock Transfer Co.,17023613033,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",SILS,2021,1,SILS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/296463/content
 Pacific Stock Transfer Co.,17023613033,paul@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300",SILS,2021,2,SILS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/296459/content
 Pacific Strock Transfer Co.,(702)3613033,paul@pacificstocktransfer.com," 672 Via Austi Parkway, Suite 300, Las Vegas, NV 89119",SILS,2022,1,SILS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327910/content
 Southern Stock Transfer Co.,(404)5905678,brandon@southernstocktransfer.com," 350 Florence Rd., Building A Suite 2, Powder Springs, GA 30127",SNGY,2021,2,SNGY_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304282/content
 Southern Stock Transfer Co.,(404)5905678,brandon@southernstocktransfer.com," 350 Florence Rd., Building A Suite 2, Powder Springs, GA 30127",SNGY,2021,3,SNGY_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304279/content
" OTR, Inc.",(503)2250375Fax:813.388.4549,team1@otrtransfer.com," 1050 SW Sixth Ave, Ste 1230, Portland, OR 97204",SNRY,2021,1,SNRY_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300176/content
" OTR, Inc.",(503)2250375Fax:813.388.4549,team1@otrtransfer.com," 1050 SW Sixth Ave, Ste 1230, Portland, OR 97204",SNRY,2021,2,SNRY_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300175/content
" OTR, Inc.",(503)2250375Fax:813.388.4549,team1@otrtransfer.com," 1050 SW Sixth Ave, Ste 1230, Portland, OR 97204",SNRY,2022,2,SNRY_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/350392/content
 Signature Stock Transfer,(972)6124120,jason@signaturestocktransfer.com," 14673 Midway Road - Suite 220, Addison, TX 75001",SNRY,2022,3,SNRY_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/348810/content
 Francesca Power,6046619474,Francesca.power@computershare.com," 3 Floor, 510 Burrard Street",SNSGF,2021,1,SNSGF_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302376/content
 Francesca Power,6046619474,Francesca.power@computershare.com," 3% Floor, 510 Burrard Street",SNSGF,2021,2,SNSGF_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302375/content
 Transfer Online,5032272950,daniel@transferonline.com," 512 SE Salmon St., Portland, OR 97214",SOHI,2021,1,SOHI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306031/content
 Transfer Online,5032272950,daniel@transferonline.com," 512 SE Salmon St., Portland, OR 97214",SOHI,2022,1,SOHI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/333530/content
 Transfer Online,5032272950,daniel@transferonline.com," 512 SE Salmon St., Portland, OR 97214",SOHI,2022,3,SOHI_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/332822/content
 Pacific Stock Transfer Company,7023613033,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300",SPBV,2021,1,SPBV_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304362/content
 Pacific Stock Transfer Company,7023613033,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300",SPBV,2021,2,SPBV_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304361/content
 Pacific Stock Transfer Company,7023613033,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300",SPBV,2022,1,SPBV_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/348891/content
 Pacific Stock Transfer Company,7023613033,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300",SPBV,2022,2,SPBV_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323403/content
 Pacific Stock Transfer Company,7023613033,info@pacificstocktransfer.com," 6725 Via Austi Pkwy, Suite 300",SPBV,2022,3,SPBV_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/322720/content
 Transfer Online Inc.,(503)2772950,info@transferonline.com," 512 SE Salmon Street, 2"" floor, Portland OR. 97214-3444",SPLM,2021,1,SPLM_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301886/content
 Transfer Online Inc.,(503)2772950,info@transferonline.com," 512 SE Salmon Street, 2"" floor, Portland OR. 97214-3444",SPLM,2021,2,SPLM_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301882/content
 Transfer Online Inc.,(503)2772950,info@transferonline.com," 512 SE Salmon Street, 2"" floor, Portland OR. 97214-3444",SPLM,2022,1,SPLM_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/335395/content
 Continental Stock Transfer & Trust Company,2125094000,lortiz@continentalstock.com, 1 State Street 30th Floor,SPQS,2021,1,SPQS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/312654/content
 Continental Stock Transfer & Trust Company,2125094000,lortiz@continentalstock.com, 1 State Street 30th Floor,SPQS,2021,2,SPQS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/312614/content
 Continental Stock Transfer & Trust Company,2125094000,lortiz@continentalstock.com, 1 State Street 30th Floor,SPQS,2021,3,SPQS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/309197/content
 Continental Stock Transfer & Trust Company,2125094000,lortiz@continentalstock.com, 1 State Street 30th Floor,SPQS,2021,5,SPQS_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307437/content
 Continental Stock Transfer & Trust Company,2125094000,lortiz@continentalstock.com, 1 State Street 30th Floor,SPQS,2021,6,SPQS_2021_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306747/content
 Continental Stock Transfer & Trust Company,2125094000,lortiz@continentalstock.com, 1 State Street 30th Floor,SPQS,2021,7,SPQS_2021_Annual_7.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306275/content
 Continental Stock Transfer & Trust Company,2125094000,lortiz@continentalstock.com, 1 State Street 30th Floor,SPQS,2021,8,SPQS_2021_Annual_8.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303227/content
 Continental Stock Transfer & Trust Company,2125094000,lortiz@continentalstock.com, 1 State Street 30th Floor,SPQS,2022,2,SPQS_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/318976/content
 Empire Stock Transfer Inc.,7028185898,brian@empirestock.com, 1859 Whitney Mesa Dr.,SPQS,2023,1,SPQS_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361096/content
 Empire Stock Transfer Inc.,7028185898,brian@empirestock.com, 1859 Whitney Mesa Dr.,SPQS,2023,2,SPQS_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/360778/content
 Empire Stock Transfer Inc.,7028185898,brian@empirestock.com, 1859 Whitney Mesa Dr.,SPQS,2023,3,SPQS_2023_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/359755/content
 Empire Stock Transfer Inc.,7028185898,brian@empirestock.com, 1859 Whitney Mesa Dr.,SPQS,2023,6,SPQS_2023_Annual_6.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358773/content
 Empire Stock Transfer Inc.,(702)8185898.,rico@empirestock.com," 1859 Whitney Mesa Dr., Henderson, NV 89014",SRBT,2023,1,SRBT_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361559/content
 Empire Stock Transfer Inc.,(702)8185898.,rico@empirestock.com," 1859 Whitney Mesa Dr., Henderson, NV 89014",SRBT,2023,2,SRBT_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361396/content
 Empire Stock Transfer Inc.,(702)8185898.,rico@empirestock.com," 1859 Whitney Mesa Dr., Henderson, NV 89014",SRBT,2023,3,SRBT_2023_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361311/content
 Continental Stock Transfer,2125094000,cstmail@continentalstock.com," 1 State Street, 30th Floor, New York, NY 10004",SSOF,2021,1,SSOF_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297633/content
 Continental Stock Transfer,2125094000,cstmail@continentalstock.com," 1 State Street, 30th Floor, New York, NY 10004",SSOF,2021,2,SSOF_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297626/content
 Pacific Stock Transfer Company,7023613033,PaulBednar<paul@pacificstocktransfer.com>," 6725 Via Austi Pkwy., Ste. 300, Las Vegas, NV 89119",SSOF,2022,1,SSOF_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/321163/content
 Securities Transfer Corporation,(469)6330101,dobbins@stctransfer," 2901 Dallas Parkway, Suite 380",STEV,2021,1,STEV_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301050/content
 Securities Transfer Corporation,(469)6330101,dobbins@stctransfer," 2901 Dallas Parkway, Suite 380",STEV,2021,2,STEV_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301049/content
 Securities Transfer Corporation,(469)6330101,dobbins@stctransfer," 2901 Dallas Parkway, Suite 380",STEV,2022,1,STEV_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/346378/content
 Securities Transfer Corporation,(469)6330101,dobbins@stctransfer," 2901 Dallas Parkway, Suite 380",STEV,2022,2,STEV_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/339908/content
 Securities Transfer Corporation,(469)6330101,dobbins@stctransfer," 2901 Dallas Parkway, Suite 380",STEV,2022,3,STEV_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/339543/content
 EQ Shareowner Services,3032825800,Vickie.guidequiniti.com," 1110 Centre Pointe Curve, Suite 101",STJO,2021,1,STJO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303121/content
 EQ Shareowner Services,3032825800,Vickie.guidequiniti.com," 1110 Centre Pointe Curve, Suite 101",STJO,2021,3,STJO_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302639/content
 EQ Shareowner Services,3032825800,Vickie.guidequiniti.com," 1110 Centre Pointe Curve, Suite 101",STJO,2021,5,STJO_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302636/content
 Nevada Agency and Transfer Company,775.322.0626,amanda@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",SVLT,2021,2,SVLT_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302692/content
 Nevada Agency and Transfer Company,775.322.0626,amanda@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",SVLT,2021,3,SVLT_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302691/content
 Nevada Agency and Transfer Company,775.322.0626,amanda@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",SVLT,2022,1,SVLT_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324225/content
 Nevada Agency and Transfer Company,775.322.0626,amanda@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",SVLT,2023,1,SVLT_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361399/content
 Nevada Agency and Transfer Company,775.322.0626,amanda@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",SVLT,2023,2,SVLT_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361312/content
 Nevada Agency and Transfer Company,775.322.0626,amanda@natco.com," 50 West Liberty Street, Suite 880, Reno NV 89501",SVLT,2023,3,SVLT_2023_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361191/content
 Pacific Stock Transfer Co.,7023613033,info@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV. 89119",SYUP,2021,1,SYUP_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303484/content
 Pacific Stock Transfer Co.,7023613033,info@pacificstocktransfer.com," 6725 Via Austi Parkway, Suite 300, Las Vegas, NV. 89119",SYUP,2021,2,SYUP_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299810/content
 Empire Stock,7028185898,casey@empirestock.com," 1859 Whitney Mesa Drive, Henderson NV 89014",TAER,2021,3,TAER_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303422/content
 Empire Stock,7028185898,casey@empirestock.com," 1859 Whitney Mesa Drive, Henderson NV 89014",TAER,2021,4,TAER_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303421/content
 Empire Stock,7028185898,casey@empirestock.com," 1859 Whitney Mesa Drive, Henderson NV 89014",TAER,2022,1,TAER_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356274/content
 Empire Stock,7028185898,casey@empirestock.com," 1859 Whitney Mesa Drive, Henderson NV 89014",TAER,2022,3,TAER_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/347310/content
 AST Financial,(718)9218300,admin5@astfinancial.com," 6201 15% AVE., BROOKLYN, NY 11219",TALN,2021,1,TALN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301353/content
 AST Financial,(718)9218300,admin5@astfinancial.com," 6201 15% AVE., BROOKLYN, NY 11219",TALN,2021,2,TALN_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/296781/content
 AST Financial,(718)9218300,admin5@astfinancial.com," 6201 15% AVE., BROOKLYN, NY 11219",TALN,2022,1,TALN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/330536/content
 AST Financial,(718)9218300,admin5@astfinancial.com," 6201 15% AVE., BROOKLYN, NY 11219",TALN,2022,2,TALN_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/323092/content
 AST Financials,7189218300,admin5@astfinancial.com," 6201 15th AVE., BROOKLYN, NY 11219",TALN,2023,1,TALN_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361496/content
 Pacific Stock Transfer Co.,7023613033,awalker@pacificstocktransfer.com," 6725 Via Austi Parkway Suite 300 Las Vegas, NV 89119",TAMG,2021,1,TAMG_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306336/content
 Pacific Stock Transfer Co.,7023613033,awalker@pacificstocktransfer.com," 6725 Via Austi Parkway Suite 300 Las Vegas, NV 89119",TAMG,2021,2,TAMG_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306335/content
 Pacific Stock Transfer Co.,7023613033,awalker@pacificstocktransfer.com," 6725 Via Austi Parkway Suite 300 Las Vegas, NV 89119",TAMG,2021,3,TAMG_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303648/content
 Pacific Stock Transfer Co.,7023613033,awalker@pacificstocktransfer.com," 6725 Via Austi Parkway Suite 300 Las Vegas, NV 89119",TAMG,2021,4,TAMG_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303646/content
 Pacific Stock Transfer Co.,7023613033,awalker@pacificstocktransfer.com," 6725 Via Austi Parkway Suite 300 Las Vegas, NV 89119",TAMG,2021,5,TAMG_2021_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302796/content
 Pacific Stock Transfer Co.,7023613033,awalker@pacificstocktransfer.com," 6725 Via Austi Parkway Suite 300 Las Vegas, NV 89119",TAMG,2022,1,TAMG_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/331202/content
 Action Stock Transfer,8012741088,jo@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, Utah 84121",TAYO,2022,1,TAYO_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/343783/content
 Action Stock Transfer,8012741088,jo@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, Utah 84121",TAYO,2022,2,TAYO_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/341153/content
 Action Stock Transfer,8012741088,jo@actionstocktransfer.com," 2469 E. Fort Union Blvd., Suite 214, Salt Lake City, Utah 84121",TAYO,2022,5,TAYO_2022_Annual_5.txt,https://www.otcmarkets.com/otcapi/company/financial-report/338783/content
 Pacific Stock Transfer Company,8007857782,"info@pacificstocktransfer.com,"," 6725 Via Austi Parkway Suite 300 Las Vegas, NV 89119",TINO,2021,1,TINO_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/298514/content
 Pacific Stock Transfer Company,8007857782,"info@pacificstocktransfer.com,"," 6725 Via Austi Parkway Suite 300 Las Vegas, NV 89119",TINO,2022,2,TINO_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/328042/content
 Signature Stock Transfer Inc.,(972)6124120,jason@signaturestocktransfer.com," 14673 Midway Road, Suite #220",TIPS,2021,1,TIPS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301702/content
 Signature Stock Transfer Inc.,(972)6124120,jason@signaturestocktransfer.com," 14673 Midway Road, Suite #220",TIPS,2021,2,TIPS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301701/content
 Signature Stock Transfer Inc.,(972)6124120,jason@signaturestocktransfer.com," 14673 Midway Road, Suite #220",TIPS,2022,1,TIPS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327714/content
 Clear Trust LLC,8132354490,inbox@cleartrusttransfer.com.," 16540 Pointe Village Drive Suite 205 Lutz, Florida 33558",TKCI,2021,1,TKCI_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/310478/content
 Clear Trust LLC,8132354490,inbox@cleartrusttransfer.com," 16540 Pointe Village Drive Suite 205 Lutz, Florida 33558",TKCI,2021,2,TKCI_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/307834/content
 Action Stock Transfer,(801)2741088,jb(@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",TMXN,2023,1,TMXN_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361554/content
 Action Stock Transfer,(801)2741088,jb(@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",TMXN,2023,2,TMXN_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361397/content
 Action Stock Transfer,(801)2741088,jb(@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",TMXN,2023,3,TMXN_2023_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361313/content
 Action Stock Transfer,(801)2741088,jo@actionstocktransfer.com," 2469 E. Fort Union Blvd, Suite 214, Salt Lake City, UT 84121",TMXN,2023,4,TMXN_2023_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/361307/content
 Pacific Stock Transfer,7023613033,paul@pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste 300, Las Vegas, NV 89119",TNBI,2022,1,TNBI_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325197/content
 Pacific Stock Transfer,7023613033,paul@pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste 300, Las Vegas, NV 89119",TNBI,2022,2,TNBI_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324781/content
 Pacific Stock Transfer,7023613033,paul@pacificstocktransfer.com," 6725 Via Austi Pkwy., Ste 300",TNBI,2023,1,TNBI_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358505/content
